actual_price,predicted_price,dataset_type,error,abs_error,pct_error
4999999.999999999,6731518.993066105,Train,-1731518.993066106,1731518.993066106,34.630379861322126
7800000.000000004,8766923.595373496,Train,-966923.5953734927,966923.5953734927,12.396456350942207
12000000.000000007,10861363.700078486,Train,1138636.299921522,1138636.299921522,9.488635832679343
35700000.00000002,44609915.04624187,Train,-8909915.04624185,8909915.04624185,24.95774522756819
42500000.00000005,75040473.67545222,Train,-32540473.675452165,32540473.675452165,76.56582041282853
7400000.0,10401056.170663241,Train,-3001056.1706632413,3001056.1706632413,40.55481311707083
18500000.000000034,20605563.012438513,Train,-2105563.01243848,2105563.01243848,11.381421688856626
11000000.000000013,7921901.299741273,Train,3078098.70025874,3078098.70025874,27.982715456897605
24000000.0,39902232.793177284,Train,-15902232.793177284,15902232.793177284,66.25930330490534
35000000.000000015,28178534.80576812,Train,6821465.194231894,6821465.194231894,19.48990055494826
12000000.000000007,26198248.500810396,Train,-14198248.500810388,14198248.500810388,118.31873750675317
16500000.000000013,8341456.615067984,Train,8158543.384932029,8158543.384932029,49.4457174844365
59900000.00000009,59598972.0627407,Train,301027.93725939095,301027.93725939095,0.5025508134547421
99999999.99999991,67509274.42426711,Train,32490725.575732797,32490725.575732797,32.490725575732824
6499999.999999999,5563265.312040234,Train,936734.6879597651,936734.6879597651,14.411302891688695
22000000.000000007,31605484.649778914,Train,-9605484.649778906,9605484.649778906,43.66129386263138
17800000.000000004,19390555.492649514,Train,-1590555.4926495105,1590555.4926495105,8.935705014884888
18500000.000000034,21685810.325530846,Train,-3185810.325530812,3185810.325530812,17.220596354220575
24999999.999999963,30490088.629896123,Train,-5490088.62989616,5490088.62989616,21.960354519584673
17999999.999999985,10242727.392956987,Train,7757272.607042998,7757272.607042998,43.09595892801669
4799999.999999999,7648289.955240876,Train,-2848289.9552408773,2848289.9552408773,59.33937406751829
9670000.000000015,10936420.622708265,Train,-1266420.6227082498,1266420.6227082498,13.09638699801704
11000000.000000013,17345206.270842593,Train,-6345206.27084258,6345206.27084258,57.683693371296116
3000000.000000001,7767196.08339451,Train,-4767196.083394509,4767196.083394509,158.90653611315025
24999999.999999963,22493372.38144305,Train,2506627.618556913,2506627.618556913,10.026510474227667
16899999.999999985,20742101.39213496,Train,-3842101.3921349756,3842101.3921349756,22.7343277641123
12000000.000000007,11607570.563095361,Train,392429.43690464646,392429.43690464646,3.270245307538718
35000000.000000015,36181586.37379904,Train,-1181586.373799026,1181586.373799026,3.3759610679972156
33999999.99999994,44345580.13457565,Train,-10345580.13457571,10345580.13457571,30.4281768663992
12499999.999999985,13383529.54872148,Train,-883529.5487214942,883529.5487214942,7.068236389771962
50000000.00000009,35204345.36822463,Train,14795654.631775461,14795654.631775461,29.59130926355087
6699999.999999995,6247814.776190287,Train,452185.2238097079,452185.2238097079,6.7490331911896755
20000000.000000015,24576703.7623242,Train,-4576703.762324184,4576703.762324184,22.883518811620903
6549999.999999996,5992899.031263051,Train,557100.9687369457,557100.9687369457,8.50535830132742
9900000.000000013,12103003.718137022,Train,-2203003.718137009,2203003.718137009,22.25256280946471
39999999.999999985,40452055.05222116,Train,-452055.05222117156,452055.05222117156,1.1301376305529294
4329999.999999998,4241697.480274846,Train,88302.51972515229,88302.51972515229,2.039319162243703
90000000.00000004,72414891.2402015,Train,17585108.75979854,17585108.75979854,19.53900973310948
18500000.000000034,22493297.045607306,Train,-3993297.0456072725,3993297.0456072725,21.585389435714948
7790000.000000004,12700200.607286066,Train,-4910200.607286062,4910200.607286062,63.032100221900635
3499999.9999999995,4382342.172328077,Train,-882342.1723280777,882342.1723280777,25.209776352230794
15900000.000000022,15432948.40998473,Train,467051.59001529217,467051.59001529217,2.937431383743972
20999999.99999998,21488354.51644835,Train,-488354.5164483674,488354.5164483674,2.32549769737318
30000000.00000005,31136014.957216475,Train,-1136014.9572164267,1136014.9572164267,3.78671652405475
12499999.999999985,11091676.27080489,Train,1408323.7291950956,1408323.7291950956,11.266589833560777
11800000.000000013,13519505.252791736,Train,-1719505.2527917232,1719505.2527917232,14.572078413489164
4399999.999999997,13660065.615416825,Train,-9260065.615416829,9260065.615416829,210.45603671401895
10599999.999999996,9937271.179415146,Train,662728.8205848504,662728.8205848504,6.252158684762741
24999999.999999963,24647921.40097219,Train,352078.5990277715,352078.5990277715,1.4083143961110882
20999999.99999998,21134182.066695683,Train,-134182.06669570133,134182.06669570133,0.6389622223604831
65000000.00000007,52908616.94607595,Train,12091383.053924114,12091383.053924114,18.60212777526785
22000000.000000007,21531977.3204999,Train,468022.6795001067,468022.6795001067,2.1273758159095753
10100000.000000006,8072990.419171905,Train,2027009.5808281004,2027009.5808281004,20.06940179037722
47900000.00000004,24660683.196206603,Train,23239316.803793434,23239316.803793434,48.51631900583177
16500000.000000013,14865509.857016023,Train,1634490.1429839898,1634490.1429839898,9.906000866569627
102500000.00000003,94474658.60226806,Train,8025341.397731975,8025341.397731975,7.82960136364095
8000000.000000002,10836026.421271168,Train,-2836026.421271166,2836026.421271166,35.45033026588956
75000000.00000003,73878332.21112268,Train,1121667.788877353,1121667.788877353,1.4955570518364703
20000000.000000015,19407943.159539547,Train,592056.8404604681,592056.8404604681,2.960284202302338
13799999.999999985,12312673.531304074,Train,1487326.4686959106,1487326.4686959106,10.77772803402835
45499999.99999993,48468854.695251904,Train,-2968854.6952519715,2968854.6952519715,6.524955374180166
8699999.999999994,6695670.260240879,Train,2004329.7397591155,2004329.7397591155,23.038272870794447
12699999.999999996,9740349.559399879,Train,2959650.4406001177,2959650.4406001177,23.304334177953688
16000000.000000026,18675480.646695565,Train,-2675480.6466955394,2675480.6466955394,16.721754041847095
7949999.999999994,7852152.636724483,Train,97847.36327551119,97847.36327551119,1.230784443717123
5500000.000000001,7011933.514567801,Train,-1511933.5145677999,1511933.5145677999,27.489700264869082
9299999.999999993,6439381.627859346,Train,2860618.372140647,2860618.372140647,30.75933733484569
12499999.999999985,11510234.504232207,Train,989765.4957677778,989765.4957677778,7.9181239661422325
9500000.000000015,8892604.48148357,Train,607395.5185164455,607395.5185164455,6.393637037015205
8899999.999999996,8962476.731891772,Train,-62476.731891775504,62476.731891775504,0.7019857515929835
15499999.999999987,24376392.57999638,Train,-8876392.579996394,8876392.579996394,57.267048903202586
27999999.99999999,31883724.30097902,Train,-3883724.3009790294,3883724.3009790294,13.87044393206797
24000000.0,19945178.303612377,Train,4054821.6963876225,4054821.6963876225,16.895090401615093
6300000.000000002,6117997.181392108,Train,182002.81860789377,182002.81860789377,2.8889336286967255
13000000.000000013,16184340.849374471,Train,-3184340.849374458,3184340.849374458,24.49492961057273
17999999.999999985,19446718.08590518,Train,-1446718.0859051943,1446718.0859051943,8.037322699473307
30000000.00000005,31157119.886607427,Train,-1157119.8866073787,1157119.8866073787,3.8570662886912563
3400000.000000002,4919757.066252752,Train,-1519757.0662527503,1519757.0662527503,44.69873724272793
46999999.99999998,56414189.88544513,Train,-9414189.885445155,9414189.885445155,20.030191245628
9800000.000000007,9617195.105793994,Train,182804.89420601353,182804.89420601353,1.865356063326667
16799999.999999978,22803793.692806106,Train,-6003793.692806128,6003793.692806128,35.73686721908415
22000000.000000007,23521053.642808888,Train,-1521053.6428088807,1521053.6428088807,6.913880194585818
12499999.999999985,13234388.119751813,Train,-734388.1197518278,734388.1197518278,5.875104958014629
16999999.999999974,11741929.801085964,Train,5258070.19891401,5258070.19891401,30.929824699494223
14499999.99999999,16854482.62110037,Train,-2354482.621100379,2354482.621100379,16.237811180002627
9999999.999999996,10651999.01212303,Train,-651999.0121230334,651999.0121230334,6.519990121230336
9999999.999999996,12312005.079502758,Train,-2312005.0795027614,2312005.0795027614,23.120050795027623
15100000.000000026,15106395.963896707,Train,-6395.963896680623,6395.963896680623,0.042357376799209354
16799999.999999978,12214757.898473017,Train,4585242.101526961,4585242.101526961,27.293107747184326
7500000.000000002,10673160.555392502,Train,-3173160.5553925,3173160.5553925,42.308807405233324
5800000.0,6409162.745966572,Train,-609162.7459665723,609162.7459665723,10.502805964940903
22000000.000000007,17891398.37807963,Train,4108601.621920377,4108601.621920377,18.675461917819888
37899999.99999993,19468562.17388033,Train,18431437.8261196,18431437.8261196,48.631762074194285
4599999.999999998,11421586.559381666,Train,-6821586.5593816675,6821586.5593816675,148.29535998655805
9999999.999999996,10440697.822996853,Train,-440697.82299685664,440697.82299685664,4.406978229968568
24200000.0,22941970.15676916,Train,1258029.8432308398,1258029.8432308398,5.198470426573718
60000000.0000001,58832001.728412665,Train,1167998.2715874314,1167998.2715874314,1.946663785979049
12400000.000000017,7928377.770476512,Train,4471622.229523505,4471622.229523505,36.061469592931445
3950000.0000000005,9770443.792230828,Train,-5820443.792230828,5820443.792230828,147.3530073982488
11000000.000000013,7244620.487349469,Train,3755379.512650544,3755379.512650544,34.13981375136854
49900000.00000005,31880675.25882241,Train,18019324.74117764,18019324.74117764,36.11087122480485
6150000.0,8441499.740835937,Train,-2291499.7408359367,2291499.7408359367,37.26015838757621
15499999.999999987,8457268.336931419,Train,7042731.663068568,7042731.663068568,45.43697847141016
22999999.999999974,29600716.16854104,Train,-6600716.168541066,6600716.168541066,28.698765950178583
33500000.0,33959044.560609356,Train,-459044.56060935557,459044.56060935557,1.3702822704756883
22999999.999999974,17734388.679393727,Train,5265611.320606247,5265611.320606247,22.893962263505447
82500000.00000003,80128370.95360923,Train,2371629.0463908017,2371629.0463908017,2.874701874413092
32499999.999999955,35272915.73277769,Train,-2772915.732777737,2772915.732777737,8.532048408546896
60000000.0000001,50625477.9044626,Train,9374522.095537499,9374522.095537499,15.624203492562472
107500000.00000004,97082845.96658272,Train,10417154.03341733,10417154.03341733,9.690375845039371
2499999.9999999995,6124088.611932138,Train,-3624088.6119321384,3624088.6119321384,144.96354447728555
24000000.0,38113066.28818211,Train,-14113066.28818211,14113066.28818211,58.80444286742546
24999999.999999963,13767566.91621758,Train,11232433.083782382,11232433.083782382,44.92973233512959
90000000.00000004,72249915.84477918,Train,17750084.155220866,17750084.155220866,19.722315728023172
85000000.00000004,52706945.968825884,Train,32293054.03117416,32293054.03117416,37.99182827196958
14800000.000000004,11696743.25801711,Train,3103256.741982894,3103256.741982894,20.967950959343874
3000000.000000001,4255497.643383245,Train,-1255497.643383244,1255497.643383244,41.84992144610813
17499999.999999985,26272884.405788083,Train,-8772884.405788098,8772884.405788098,50.130768033074894
28500000.000000034,20893957.642658316,Train,7606042.357341718,7606042.357341718,26.687867920497226
20000000.000000015,21128657.3331281,Train,-1128657.3331280835,1128657.3331280835,5.643286665640413
13000000.000000013,9998650.046862783,Train,3001349.95313723,3001349.95313723,23.087307331824825
45400000.000000015,55135526.66000736,Train,-9735526.660007343,9735526.660007343,21.443891321602067
20000000.000000015,25377014.592231374,Train,-5377014.592231359,5377014.592231359,26.885072961156776
22999999.999999974,24432194.856811237,Train,-1432194.8568112627,1432194.8568112627,6.226934160048976
15000000.00000001,35289464.82996901,Train,-20289464.829969004,20289464.829969004,135.26309886645996
22500000.00000001,13623978.036473839,Train,8876021.963526173,8876021.963526173,39.44898650456074
9800000.000000007,10363576.49126459,Train,-563576.4912645817,563576.4912645817,5.750780523107972
2900000.0000000014,2964554.6889636586,Train,-64554.688963657245,64554.688963657245,2.22602375736749
12000000.000000007,13962992.035447534,Train,-1962992.0354475267,1962992.0354475267,16.35826696206271
10300000.00000001,6880050.730390704,Train,3419949.269609305,3419949.269609305,33.2033909670806
8499999.999999998,6324041.821685122,Train,2175958.178314876,2175958.178314876,25.599507980175012
9999999.999999996,10070719.539372139,Train,-70719.5393721424,70719.5393721424,0.7071953937214244
22500000.00000001,18329110.239209067,Train,4170889.760790944,4170889.760790944,18.53728782573752
38899999.999999955,27922864.84024525,Train,10977135.159754705,10977135.159754705,28.218856451811615
37500000.0,24361705.44260489,Train,13138294.557395112,13138294.557395112,35.03545215305363
17499999.999999985,34953302.27145642,Train,-17453302.271456435,17453302.271456435,99.733155836894
9200000.000000004,7411703.1235455815,Train,1788296.8764544223,1788296.8764544223,19.438009526678496
25200000.00000001,23370750.82155574,Train,1829249.17844427,1829249.17844427,7.2589253112867835
5199999.999999999,7267620.563768175,Train,-2067620.5637681764,2067620.5637681764,39.76193391861879
4300000.000000002,5161880.747144897,Train,-861880.7471448947,861880.7471448947,20.043738305695218
7529999.999999999,8078249.849946866,Train,-548249.8499468667,548249.8499468667,7.280874501286412
33600000.00000002,37623721.58070289,Train,-4023721.580702871,4023721.580702871,11.975361847329966
7500000.000000002,7599261.827421243,Train,-99261.82742124144,99261.82742124144,1.323491032283219
12200000.000000017,10474661.652498934,Train,1725338.3475010823,1725338.3475010823,14.142117602467868
16500000.000000013,18573140.723853305,Train,-2073140.723853292,2073140.723853292,12.564489235474488
20999999.99999998,22702440.5103799,Train,-1702440.510379918,1702440.510379918,8.106859573237712
22999999.999999974,33459962.323688153,Train,-10459962.32368818,10459962.32368818,45.47809705951387
65000000.00000007,17714564.94443377,Train,47285435.055566296,47285435.055566296,72.74682316240961
8000000.000000002,6974395.194708893,Train,1025604.8052911088,1025604.8052911088,12.820060066138858
5400000.000000005,5359558.647432177,Train,40441.35256782733,40441.35256782733,0.7489139364412462
7300000.000000004,13299792.571446994,Train,-5999792.571446991,5999792.571446991,82.18893933489025
8000000.000000002,9269938.61005459,Train,-1269938.610054588,1269938.610054588,15.874232625682346
22999999.999999974,22460012.573721442,Train,539987.4262785316,539987.4262785316,2.347771418602314
12499999.999999985,15396960.576156156,Train,-2896960.576156171,2896960.576156171,23.175684609249394
17999999.999999985,24714628.453199096,Train,-6714628.453199111,6714628.453199111,37.30349140666176
33999999.99999994,33608729.19729139,Train,391270.8027085513,391270.8027085513,1.1507964785545646
62000000.000000045,61600554.264143415,Train,399445.7358566299,399445.7358566299,0.6442673158977897
20300000.000000015,20056192.272725943,Train,243807.72727407143,243807.72727407143,1.2010232870643904
27500000.000000015,24375065.542513885,Train,3124934.4574861303,3124934.4574861303,11.363398027222287
15000000.00000001,10720607.62396749,Train,4279392.37603252,4279392.37603252,28.52928250688345
22999999.999999974,13683495.014965886,Train,9316504.985034088,9316504.985034088,40.50654341319173
5750000.000000005,5449112.430361251,Train,300887.5696387533,300887.5696387533,5.232827298065271
15900000.000000022,30740561.01716595,Train,-14840561.01716593,14840561.01716593,93.33686174318181
25099999.99999997,20858029.06883605,Train,4241970.931163922,4241970.931163922,16.900282594278593
15000000.00000001,12126622.566290366,Train,2873377.433709644,2873377.433709644,19.15584955806428
12000000.000000007,9067387.329959365,Train,2932612.670040643,2932612.670040643,24.438438917005342
12000000.000000007,10609841.445789242,Train,1390158.5542107653,1390158.5542107653,11.584654618423036
4300000.000000002,5711070.086964563,Train,-1411070.0869645607,1411070.0869645607,32.815583417780466
8699999.999999994,8244351.755657443,Train,455648.24434255157,455648.24434255157,5.237336141868412
17499999.999999985,15652761.616436172,Train,1847238.3835638128,1847238.3835638128,10.55564790607894
51999999.99999991,50322282.94056337,Train,1677717.0594365373,1677717.0594365373,3.226378960454885
8000000.000000002,6719362.18745139,Train,1280637.8125486122,1280637.8125486122,16.00797265685765
4199999.999999997,7035497.519693736,Train,-2835497.519693739,2835497.519693739,67.51184570699382
13000000.000000013,12148857.52535175,Train,851142.4746482633,851142.4746482633,6.547249804986634
2599999.9999999986,5972969.696969796,Train,-3372969.6969697974,3372969.6969697974,129.72960372960767
20500000.000000022,23065055.18842572,Train,-2565055.1884256974,2565055.1884256974,12.512464333783877
7500000.000000002,6573449.1552294325,Train,926550.8447705694,926550.8447705694,12.354011263607587
75000000.00000003,9234313.799484253,Train,65765686.20051578,65765686.20051578,87.68758160068766
24000000.0,23021903.31104523,Train,978096.6889547706,978096.6889547706,4.0754028706448775
11199999.999999998,14458776.410061248,Train,-3258776.4100612495,3258776.4100612495,29.096217946975443
57099999.99999994,48943757.777557075,Train,8156242.222442865,8156242.222442865,14.284136992019045
16500000.000000013,8249311.80857641,Train,8250688.191423603,8250688.191423603,50.004170857112705
16500000.000000013,31447321.5932181,Train,-14947321.593218086,14947321.593218086,90.5898278376853
16500000.000000013,11985764.861398544,Train,4514235.138601469,4514235.138601469,27.35900084000888
8999999.999999996,11915176.972306494,Train,-2915176.9723064974,2915176.9723064974,32.390855247849984
11500000.000000019,11655958.060834622,Train,-155958.06083460338,155958.06083460338,1.3561570507356795
12499999.999999985,9692469.05714381,Train,2807530.942856176,2807530.942856176,22.460247542849434
6499999.999999999,6470095.29880097,Train,29904.70119902864,29904.70119902864,0.46007232613890225
6000000.0,8529734.092966132,Train,-2529734.092966132,2529734.092966132,42.162234882768864
4999999.999999999,10778070.190645954,Train,-5778070.190645955,5778070.190645955,115.56140381291911
7500000.000000002,7377067.795908475,Train,122932.20409152657,122932.20409152657,1.6390960545536872
14499999.99999999,9877257.8645024,Train,4622742.1354975905,4622742.1354975905,31.880980244810992
10899999.999999993,8470832.356879972,Train,2429167.6431200206,2429167.6431200206,22.285941680000203
39800000.00000001,16758126.791256014,Train,23041873.208743993,23041873.208743993,57.89415379081404
6499999.999999999,6704921.011805344,Train,-204921.0118053453,204921.0118053453,3.1526309508514663
29499999.999999966,33030932.96568472,Train,-3530932.965684753,3530932.965684753,11.969264290456803
15000000.00000001,11265772.422444882,Train,3734227.5775551274,3734227.5775551274,24.89485051703417
16000000.000000026,15200058.619130244,Train,799941.3808697816,799941.3808697816,4.999633630436127
4999999.999999999,4266797.140034755,Train,733202.8599652443,733202.8599652443,14.664057199304889
30000000.00000005,44692348.98193345,Train,-14692348.981933404,14692348.981933404,48.9744966064446
12499999.999999985,14010035.068130814,Train,-1510035.0681308284,1510035.0681308284,12.08028054504664
22000000.000000007,24046997.50533688,Train,-2046997.5053368732,2046997.5053368732,9.304534115167602
6000000.0,4699933.965588759,Train,1300066.0344112413,1300066.0344112413,21.667767240187356
27099999.999999978,21868217.04854287,Train,5231782.951457109,5231782.951457109,19.305472145598205
17999999.999999985,21313910.580086596,Train,-3313910.580086611,3313910.580086611,18.41061433381452
30000000.00000005,16583280.26777489,Train,13416719.73222516,13416719.73222516,44.722399107417125
129999999.99999997,85136008.73781182,Train,44863991.26218815,44863991.26218815,34.51076250937551
11500000.000000019,10804746.353077479,Train,695253.6469225399,695253.6469225399,6.045683886282946
8999999.999999996,9631375.130937943,Train,-631375.130937947,631375.130937947,7.0152792326438576
12000000.000000007,11036089.431073332,Train,963910.5689266752,963910.5689266752,8.032588074388954
26400000.000000026,27569500.41005999,Train,-1169500.4100599624,1169500.4100599624,4.4299257956816716
26900000.00000002,51078323.516941406,Train,-24178323.516941387,24178323.516941387,89.88224355740286
20999999.99999998,29309128.58855429,Train,-8309128.588554308,8309128.588554308,39.567278993115785
15000000.00000001,44006777.552448116,Train,-29006777.55244811,29006777.55244811,193.37851701632061
15000000.00000001,11367594.689693686,Train,3632405.3103063237,3632405.3103063237,24.216035402042145
39999999.999999985,63324935.43959781,Train,-23324935.439597823,23324935.439597823,58.31233859899457
20000000.000000015,11309737.325703233,Train,8690262.674296781,8690262.674296781,43.45131337148388
13000000.000000013,13260633.314128662,Train,-260633.3141286485,260633.3141286485,2.004871647143448
9999999.999999996,12902046.17781474,Train,-2902046.1778147444,2902046.1778147444,29.020461778147457
10499999.999999994,10604015.848168584,Train,-104015.84816858917,104015.84816858917,0.9906271254151355
26999999.999999993,18358114.777875856,Train,8641885.222124137,8641885.222124137,32.00698230416348
5400000.000000005,10470942.83912329,Train,-5070942.839123285,5070942.839123285,93.90634887265335
24999999.999999963,28537303.400331408,Train,-3537303.400331445,3537303.400331445,14.149213601325803
24999999.999999963,15127190.608505921,Train,9872809.391494041,9872809.391494041,39.49123756597622
26999999.999999993,34893441.49447013,Train,-7893441.494470134,7893441.494470134,29.234968498037546
59000000.00000009,45007674.708932884,Train,13992325.291067205,13992325.291067205,23.715805578079973
11699999.999999993,12749786.443422826,Train,-1049786.4434228335,1049786.4434228335,8.972533704468667
9500000.000000015,39785735.727212876,Train,-30285735.72721286,30285735.72721286,318.79721818118753
22500000.00000001,22755696.376983173,Train,-255696.37698316202,255696.37698316202,1.1364283421473862
15100000.000000026,10196009.284122633,Train,4903990.715877393,4903990.715877393,32.47675970779725
8910000.000000013,8543512.760064172,Train,366487.2399358414,366487.2399358414,4.113212569425824
19499999.99999998,23938427.146004986,Train,-4438427.146005005,4438427.146005005,22.76116485130774
11500000.000000019,11175545.816917337,Train,324454.18308268115,324454.18308268115,2.821340722458092
20500000.000000022,15010116.55879067,Train,5489883.441209352,5489883.441209352,26.77991922541144
37500000.0,42774852.73920373,Train,-5274852.739203729,5274852.739203729,14.066273971209945
13799999.999999985,13410018.681567505,Train,389981.3184324801,389981.3184324801,2.825951582844062
28300000.0,32678154.81032397,Train,-4378154.8103239685,4378154.8103239685,15.470511697257837
17499999.999999985,15929391.503750313,Train,1570608.496249672,1570608.496249672,8.974905692855277
3259999.9999999986,5424436.893523382,Train,-2164436.8935233834,2164436.8935233834,66.39376973998111
86499999.99999993,92928188.67562568,Train,-6428188.675625756,6428188.675625756,7.431431994943077
12000000.000000007,9320717.449192718,Train,2679282.55080729,2679282.55080729,22.327354590060736
9800000.000000007,14801561.425771134,Train,-5001561.4257711265,5001561.4257711265,51.03634107929717
99999999.99999991,57652401.06683054,Train,42347598.93316937,42347598.93316937,42.34759893316941
14399999.999999981,9322866.199427146,Train,5077133.800572835,5077133.800572835,35.257873615089174
27999999.99999999,20088135.00073407,Train,7911864.99926592,7911864.99926592,28.25666071166401
8499999.999999998,9510539.954935795,Train,-1010539.9549357966,1010539.9549357966,11.888705352185843
12000000.000000007,13736456.747509452,Train,-1736456.7475094441,1736456.7475094441,14.470472895912026
30000000.00000005,28921926.73225386,Train,1078073.2677461877,1078073.2677461877,3.5935775591539536
50000000.00000009,33305682.43044889,Train,16694317.5695512,16694317.5695512,33.38863513910234
24999999.999999963,17802228.76114621,Train,7197771.238853753,7197771.238853753,28.79108495541505
8599999.999999996,8581201.602905607,Train,18798.397094389424,18798.397094389424,0.21858601272545852
10499999.999999994,9956514.255359706,Train,543485.7446402889,543485.7446402889,5.176054710859897
59000000.00000009,69091909.12109981,Train,-10091909.121099725,10091909.121099725,17.104930713728322
43000000.000000015,47329301.18450783,Train,-4329301.184507817,4329301.184507817,10.06814228955306
8499999.999999998,9758843.757605955,Train,-1258843.7576059569,1258843.7576059569,14.809926560070084
37500000.0,10436647.341163268,Train,27063352.65883673,27063352.65883673,72.1689404235646
78000000.00000003,75547066.14390853,Train,2452933.8560914993,2452933.8560914993,3.1447869949891003
31500000.00000002,16229988.647611346,Train,15270011.352388673,15270011.352388673,48.47622651551956
32499999.999999955,48032451.64325039,Train,-15532451.643250436,15532451.643250436,47.7921589023091
24000000.0,37047523.939322576,Train,-13047523.939322576,13047523.939322576,54.36468308051074
31999999.999999955,20295817.031998564,Train,11704182.968001392,11704182.968001392,36.5755717750044
27500000.000000015,38279455.635780536,Train,-10779455.63578052,10779455.63578052,39.19802049374733
36499999.99999996,45998816.778724946,Train,-9498816.778724983,9498816.778724983,26.024155558150664
13000000.000000013,7632336.639454137,Train,5367663.360545876,5367663.360545876,41.28971815804516
25200000.00000001,27155725.73797586,Train,-1955725.737975847,1955725.737975847,7.760816420539071
24500000.000000007,24639719.092788186,Train,-139719.09278817847,139719.09278817847,0.5702820113803201
41400000.00000005,25318428.03813386,Train,16081571.961866193,16081571.961866193,38.844376719483506
9870000.000000002,7740843.116599588,Train,2129156.883400414,2129156.883400414,21.5720048976739
24999999.999999963,7726591.290858701,Train,17273408.709141262,17273408.709141262,69.09363483656516
22500000.00000001,20236794.55200865,Train,2263205.44799136,2263205.44799136,10.058690879961594
36999999.99999993,43303971.39038397,Train,-6303971.390384041,6303971.390384041,17.037760514551493
9999999.999999996,8165940.075033566,Train,1834059.9249664303,1834059.9249664303,18.34059924966431
15499999.999999987,9252708.723859953,Train,6247291.276140034,6247291.276140034,40.30510500735509
12499999.999999985,6518060.734700083,Train,5981939.265299902,5981939.265299902,47.85551412239927
4930000.000000004,4813388.443562666,Train,116611.55643733777,116611.55643733777,2.365345972359791
7920000.0,8906191.048326995,Train,-986191.0483269952,986191.0483269952,12.4519071758459
8989999.999999994,12532431.334215106,Train,-3542431.334215112,3542431.334215112,39.40413052519593
6520000.000000004,9555133.263826082,Train,-3035133.263826078,3035133.263826078,46.55112367831405
39999999.999999985,43625320.01221887,Train,-3625320.012218885,3625320.012218885,9.063300030547216
17199999.99999998,23279178.30912654,Train,-6079178.30912656,6079178.30912656,35.344059936782365
32499999.999999955,17960459.225586865,Train,14539540.77441309,14539540.77441309,44.73704853665572
10599999.999999996,15239025.02908214,Train,-4639025.029082144,4639025.029082144,43.764387066812695
10899999.999999993,10199940.689111002,Train,700059.3108889908,700059.3108889908,6.422562485220102
3799999.9999999995,4838237.808758136,Train,-1038237.8087581364,1038237.8087581364,27.32204759889833
12000000.000000007,18311971.836858187,Train,-6311971.836858179,6311971.836858179,52.59976530715146
17299999.99999997,32534809.889251895,Train,-15234809.889251925,15234809.889251925,88.06248490897082
17999999.999999985,14729291.408542272,Train,3270708.5914577134,3270708.5914577134,18.1706032858762
11000000.000000013,12544481.920128318,Train,-1544481.9201283045,1544481.9201283045,14.040744728439114
25999999.999999985,25854680.08573551,Train,145319.91426447406,145319.91426447406,0.5589227471710544
